user_id,name,total_income,total_expense,total_investment,current_investment_value,total_target_amount,current_savings,total_budget,net_savings,savings_rate,investment_rate,budget_utilization,investment_profit,goal_completion,saving_score,investment_score,goal_score,profit_score,budget_score,financial_health_score,health_category
22,Odika Mody,2106726.0,823729.0,659455.0,887510.96,2030712.0,646867.0,106134.0,1282997.0,60.9,31.3,776.1216952154823,228055.96,31.85,87.73665757693806,6.668371042652009,32.78097982708934,31.250351670657118,94.68880283032281,56.27,Average
23,Nimrat Chada,1062721.0,468485.0,997667.0,1384054.44,1673061.0,1341303.0,61794.0,594236.0,55.92,93.88,758.1399488623491,386387.44,80.17,83.85664199454617,20.00085218799267,82.51337999176617,46.416993990586654,94.81185647116982,69.26,Good
24,Divya Bahl,540379.0,400165.0,1194964.0,1309759.7,0.0,0.0,118503.0,140214.0,25.95,221.13,337.68343417466224,114795.69999999995,0.0,60.50642773665758,47.111082704844684,0.0,20.40110139849253,97.68914680404934,49.15,Average
25,Tripti Pandey,2409022.0,1334690.0,1321376.0,1630909.5,2812958.0,862938.0,165518.0,1074332.0,44.6,54.85,806.3715124639012,309533.5,30.68,75.03700818075575,11.6856278495036,31.57678056813504,39.055121172513296,94.48179567571873,53.97,Average
26,Tanish Gupta,2040557.0,977233.0,868904.0,1045800.73,1554091.0,767365.0,273757.0,1063324.0,52.11,42.58,356.9709632995686,176896.72999999998,49.38,80.8881963381379,9.071541181984745,50.82338410868671,26.34978645915901,97.55715736124704,58.39,Average
27,Eta Biswas,1713379.0,1092248.0,755735.0,1010555.0,2422091.0,1468574.0,72174.0,621131.0,36.25,44.11,1513.3538393327235,254820.0,60.63,68.53135956369304,9.397503089181473,62.40222313709346,33.81409086968618,89.64373670039919,56.23,Average
28,Naksh Badal,1958297.0,972778.0,539347.0,700018.58,4052991.0,2450183.0,228964.0,985519.0,50.33,27.54,424.8606767876173,160671.57999999996,60.45,79.501363459291,5.867314329541096,62.21696171263895,24.795572182647447,97.0925708713309,59.37,Average
29,Indira Keer,1713924.0,1012942.0,2884770.0,3077147.91,793549.0,101447.0,237368.0,700982.0,40.9,168.31,426.73907182097,192377.91000000012,12.78,72.15426567978184,35.857940261621714,13.15356113627007,27.832735521155072,97.07971653876145,53.65,Average
30,Warda Oommen,1295048.0,472707.0,1019297.0,975768.62,106523.0,42031.0,152952.0,822341.0,63.5,78.71,309.0557822061824,-43528.380000000005,39.46,89.76236852356838,16.768929225787208,40.6134211609716,5.23516792782764,97.88505307112938,58.51,Average
31,Eiravati Palla,2990251.0,1619113.0,452875.0,434311.07,1522622.0,402077.0,11080.0,1371138.0,45.85,15.15,14612.93321299639,-18563.93000000005,26.41,76.01090767432801,3.227662022242107,27.181967888019763,7.626523606835782,0.0,29.65,Poor
32,Bahadurjit Mander,2186781.0,1665783.0,733237.0,635056.3200000001,1007161.0,681216.0,211144.0,520998.0,23.82,33.53,788.9321979312697,-98180.67999999992,67.64,58.84690299961044,7.143465848566194,69.61712638946068,0.0,94.60113731834747,51.93,Average
33,Aditya Sharaf,1628824.0,540705.0,157124.0,199400.51,820332.0,569840.0,94032.0,1088119.0,66.8,9.65,575.0223328228687,42276.51000000001,69.46,92.33346318659915,2.0559035323192294,71.49032523672292,13.45445619527072,96.06497665840655,62.97,Good
34,Vanya Bose,951063.0,511659.0,116474.0,112562.43,2021612.0,330111.0,223021.0,439404.0,46.2,12.25,229.4218930055914,-3911.570000000007,16.33,76.28359953252824,2.609825727555499,16.807328118567312,9.030079635383254,98.43000792748748,47.36,Average
35,Bhavini Ahluwalia,2428163.0,1727691.0,1815932.0,2512369.38,2721591.0,1485854.0,215933.0,700472.0,28.85,74.79,800.1051252008725,696437.3799999999,54.6,62.76587456174523,15.93378499296945,56.19596541786744,76.1168145271951,94.52467814956358,59.77,Average
36,Dominic Nagar,689395.0,401019.0,1126454.0,1468297.74,0.0,0.0,112160.0,288376.0,41.83,163.4,357.54190442225394,341843.74,0.0,72.87884690299961,34.811879500617835,0.0,42.15013331634647,97.55325026665923,52.55,Average
37,Aryan Nath,383329.0,574873.0,1074219.0,1312462.8199999998,412188.0,70271.0,249018.0,-191544.0,-49.97,280.23,230.8560023773382,238243.81999999983,17.05,1.3556680950525921,59.70216029656142,17.548373816385347,32.22625127461152,98.42019395413358,38.76,Poor
38,Vamakshi Sahota,1333388.0,483318.0,1103238.0,1202253.62,1417951.0,1041121.0,15761.0,850070.0,63.75,82.74,3066.544001015164,99015.62000000013,73.42,89.95714842228283,17.627508628403422,75.5660765747221,18.889520573631476,79.0148633657762,63.32,Good
39,Tamanna Nadig,3358864.0,1545636.0,938785.0,1270754.91,1494987.0,345240.0,97887.0,1813228.0,53.98,27.95,1579.000275828251,331969.9099999999,23.09,82.34514998052201,5.954663598789893,23.76492383696995,41.204314784631926,89.194501522638,52.61,Average
40,Hemal Behl,3312329.0,1327140.0,774467.0,988512.44,868648.0,658991.0,123645.0,1985189.0,59.93,23.38,1073.3470823729224,214045.4400000001,75.86,86.980911569926,4.981038817163066,78.07739810621655,29.908277778868715,92.65481428863089,64.23,Good
41,Yadavi Krishnan,2057094.0,904153.0,664579.0,923689.56,886153.0,535942.0,298864.0,1152941.0,56.05,32.31,302.5299132715884,259110.56000000008,60.48,83.95792754187768,6.883548510801483,62.2478386167147,34.225085504942534,97.9297112437185,62.02,Good
42,Upadhriti Saini,895276.0,459929.0,410813.0,637523.74,2466863.0,1140248.0,122405.0,435347.0,48.63,45.89,375.74363792328745,226710.74,46.22,78.17686014803273,9.77672674592015,47.57101687937423,31.12149245338955,97.42869119808807,57.52,Average
43,Sanaya Varty,777420.0,506161.0,1024329.0,1252473.3,668529.0,514368.0,41345.0,271259.0,34.89,131.76,1224.2375136050307,228144.30000000005,76.94,67.4717569146864,28.071072478588775,79.18896665294359,31.25881379822988,91.62223288260687,63.14,Good
44,Jason Yogi,1146814.0,825211.0,216234.0,307902.9,1789990.0,945299.0,134492.0,321603.0,28.04,18.86,613.5762721946287,91668.90000000002,52.81,62.13478768991041,4.018066385444629,54.35364347468094,18.18577502369615,95.80114229462892,51.29,Average
45,Azaan Sachar,626609.0,582644.0,164033.0,206141.19,390241.0,330309.0,80448.0,43965.0,7.02,26.18,724.2492044550518,42108.19,84.64,45.757693805999224,5.577570412032895,87.11403869905311,13.438332748213377,95.04377941171371,52.62,Average
46,Jagrati Samra,2341263.0,1312929.0,1979105.0,2199994.16,1947405.0,1106239.0,57276.0,1028334.0,43.92,84.53,2292.2847265870523,220889.16000000012,56.81,74.50720685625244,18.00886275512378,58.47056401811446,30.563840736896697,84.3133155186917,57.57,Average
47,Dhruv Varkey,3649810.0,1656354.0,964804.0,1177481.93,335271.0,139999.0,87353.0,1993456.0,54.62,26.43,1896.1615514063628,212677.92999999996,41.76,82.84378652123101,5.630832161574843,42.98065047344586,29.77728339266751,87.02408665140574,54.96,Average
48,Ansh Saraf,2491590.0,1170476.0,1144587.0,1194261.03,511582.0,217498.0,195991.0,1321114.0,53.02,45.94,597.2090555178554,49674.03000000003,42.51,81.59719516945852,9.78737909582854,43.75257307533965,14.163067899617356,95.91314730031948,55.79,Average
49,Akshay Madan,4233497.0,1420857.0,737298.0,876974.13,658901.0,363290.0,55472.0,2812640.0,66.44,17.42,2561.394937986732,139676.13,55.14,92.05298013245033,3.711278708083004,56.751749691230955,22.784408764633774,82.47172623968001,58.48,Average
50,Hemal Narang,3403490.0,1552805.0,951797.0,1458718.62,1739697.0,1216415.0,83016.0,1850685.0,54.38,27.97,1870.488821432013,506921.6199999999,69.92,82.65679781846515,5.958924538753249,71.9637710992178,57.96301626856953,87.1997716394923,63.62,Good
51,Yachana Raval,1526540.0,1058676.0,171430.0,186078.92,1016944.0,800592.0,44495.0,467864.0,30.65,11.23,2379.3145297224405,14648.920000000013,78.73,64.1682898324893,2.392517789424347,81.0312885961301,10.807997160771315,83.71774855163004,53.76,Average
52,Elijah Mander,2440361.0,1137981.0,859758.0,949400.1,1659076.0,782014.0,120009.0,1302380.0,53.37,35.23,948.2463815213858,89642.09999999998,47.14,81.86988702765875,7.505645745451446,48.51790860436394,17.99162695753752,93.51091004317985,56.27,Average
53,Xiti Reddy,3119650.0,1716301.0,352909.0,303543.92,724134.0,255860.0,160285.0,1403349.0,44.98,11.31,1070.7807967058675,-49365.080000000016,35.33,75.33307362680172,2.409561549277771,36.36270069987649,4.676067859864321,92.67237603088789,49.36,Average
54,Chanchal Dave,1809353.0,1426614.0,1610355.0,1963397.25,2974185.0,1348705.0,87121.0,382739.0,21.15,89.0,1637.5087521952228,353042.25,45.35,56.76665368134009,18.961182836933826,46.67558666117744,43.222843529666996,88.79411321240514,52.24,Average
55,Ekta Deol,2381125.0,1034866.0,0.0,0.0,1733487.0,961996.0,83064.0,1346259.0,56.54,0.0,1245.8658383896754,0.0,55.49,84.33969614335801,0.0,57.11198023878139,9.404770651341462,91.47422478273128,55.96,Average
56,Nisha Atwal,2615256.0,1693672.0,494838.0,523342.88,919515.0,586984.0,82646.0,921584.0,35.24,18.92,2049.309101468916,28504.880000000005,63.84,67.74444877288664,4.030849205334698,65.70605187319886,12.13526568197285,85.97605921002697,52.68,Average
57,Varenya Kara,1050748.0,398657.0,838938.0,750146.5700000001,2084499.0,1250387.0,136678.0,652091.0,62.06,79.84,291.6760561319305,-88791.42999999993,59.99,88.64043630697313,17.009672333716818,61.74351585014409,0.8994003997335094,98.00398693485768,62.03,Good
58,Amol Raghavan,1470499.0,509910.0,1779288.0,1881471.82,1363739.0,537497.0,117854.0,960589.0,65.32,121.0,432.66244675615593,102183.82000000008,39.41,91.18036618620958,25.778686778303296,40.56195965417867,19.193003849338872,97.03918138508047,61.95,Good
59,Yutika Uppal,2594999.0,949015.0,750507.0,821166.9199999999,2424579.0,1410765.0,136697.0,1645984.0,63.43,28.92,694.2471305149345,70659.91999999993,58.19,89.70783015192832,6.161319187012655,59.89090160559901,16.173315561013464,95.2490911961639,60.79,Good
60,William Sidhu,817515.0,553946.0,1125057.0,1210472.87,2235443.0,1138255.0,83317.0,263569.0,32.24,137.62,664.8655136406735,85415.87000000011,50.92,65.40708998831322,29.31952788785206,52.40839851790861,17.586794521361508,95.45015703589641,56.82,Average
61,Rajeshri Bhatia,2521352.0,938265.0,1777545.0,2295771.81,2033002.0,675548.0,96334.0,1583087.0,62.79,70.5,973.970768368385,518226.81000000006,33.23,89.20919361121933,15.019813370829604,34.20131741457389,59.04594540615384,93.33487155404119,61.18,Good
62,Luke Sarin,3718043.0,1772169.0,696682.0,707397.86,1759994.0,814480.0,86056.0,1945874.0,52.34,18.74,2059.320674909361,10715.859999999986,46.28,81.06739384495522,3.9925007456644934,47.632770687525735,10.43124760823241,85.90754747939414,52.87,Average
63,Ekanta Chowdhury,2778707.0,1264714.0,1413625.0,1847064.71,1635707.0,871640.0,184537.0,1513993.0,54.49,50.87,685.3444024775519,433439.71,53.29,82.7425009738995,10.837700796795772,54.84767393989296,50.9241516918268,95.31001481709352,62.11,Good
64,Zayan Lad,849226.0,633771.0,68189.0,106164.3,1801001.0,1262967.0,143299.0,215455.0,25.37,8.03,442.271753466528,37975.3,70.13,60.05453837164004,1.7107673952874003,72.17990942774804,13.04244139181594,96.97342246748119,53.49,Average
65,Orinder Manda,2948225.0,1479237.0,827861.0,966351.42,2768604.0,1843276.0,203500.0,1468988.0,49.83,28.08,726.8977886977888,138490.41999999993,66.58,79.11180366186208,5.982359708551707,68.5261424454508,22.67082908063685,95.02565447947642,59.91,Average
66,Yatan Sankar,3029027.0,1730242.0,884440.0,966005.79,3813513.0,1604493.0,83785.0,1298785.0,42.88,29.2,2065.097571164289,81565.79000000004,42.07,73.69692247760031,6.220972346499638,43.299711815561956,17.21799365963069,85.86801471639082,50.91,Average
67,Samarth Pal,3075281.0,1706292.0,684952.0,799384.45,1550232.0,1475492.0,131045.0,1368989.0,44.52,22.27,1302.0657026212368,114432.44999999995,95.18,74.97467861316713,4.744556649196813,97.96212433100042,20.366305520738372,91.08963488957022,63.29,Good
68,Reva Kapadia,4373521.0,1401882.0,1171488.0,1327836.53,1535829.0,184058.0,137914.0,2971639.0,67.95,26.79,1016.4899865133344,156348.53000000003,11.98,93.22945072068562,5.70752908091525,12.330177027583368,24.381465315957573,93.04390178414494,52.62,Average
69,Caleb Borra,1225534.0,335295.0,428296.0,519012.37,2672039.0,926865.0,83597.0,890239.0,72.64,34.95,401.0849671638934,90716.37,34.69,96.88352162056876,7.445992585964464,35.70399341292713,18.09453175477071,97.25527406908849,58.96,Average
70,Unni Sheth,1868452.0,514602.0,1838785.0,2356488.56,3302161.0,2104350.0,188067.0,1353850.0,72.46,98.41,273.6269520968591,517703.56000000006,63.73,96.74328009349435,20.965955089692788,65.59283655825442,58.99582305781287,98.12750152136806,71.86,Good
71,Faris Vaidya,1409273.0,1012889.0,822967.0,865511.1799999999,2092943.0,1035033.0,103362.0,396384.0,28.13,58.4,979.9433060505796,42544.179999999935,49.45,62.20490845344761,12.441944692999275,50.89543021819679,13.480096422658061,93.29399996724106,51.34,Average
72,Chanchal Rout,3969132.0,1520928.0,1722259.0,2098534.12,2152523.0,675844.0,159668.0,2448204.0,61.68,43.39,952.5565548513164,376275.1200000001,31.4,88.34437086092716,9.24410925050066,32.317826265953066,45.44833039655805,93.48141443632866,58.06,Average
73,Jai Baral,1590811.0,818267.0,2011807.0,2284027.99,61315.0,51375.0,181375.0,772544.0,48.56,126.46,451.14651964162647,272220.9900000002,83.79,78.1223217763927,26.94192338829946,86.2391930835735,35.48093937854036,96.91269019665137,69.0,Good
74,Abeer Jha,725613.0,506911.0,2231634.0,2736557.53,2728232.0,1389738.0,182582.0,218702.0,30.14,307.55,277.63470659758354,504923.5299999998,50.94,63.7709388391118,65.5226042865056,52.42898312062577,57.771618345976826,98.10007544309678,68.12,Good
75,Xalak Patla,3643563.0,1353859.0,663689.0,848119.39,2339286.0,609374.0,111442.0,2289704.0,62.84,18.22,1214.8552610326446,184430.39,26.05,89.24814959096223,3.8817163066172395,26.811445039110748,27.071439074166214,91.68643801128043,53.96,Average
76,Meera Nayak,857725.0,589464.0,392480.0,368307.8,1491098.0,963674.0,184895.0,268261.0,31.28,45.76,318.8101354823007,-24172.20000000001,64.63,64.65913517724971,9.749030636158336,66.51914368052697,7.089304949348399,97.81830156317447,54.92,Average
77,Ayushman Rout,2652137.0,1545177.0,693503.0,772939.86,3180918.0,1783903.0,170504.0,1106960.0,41.74,26.15,906.2409093041806,79436.85999999999,56.08,72.80872613946241,5.57117900208786,57.71922601893783,17.014062515715604,93.79836411968138,54.96,Average
78,Robert Mutti,2627853.0,1730483.0,1492750.0,1681119.87,237507.0,64397.0,159527.0,897370.0,34.15,56.8,1084.7586928858436,188369.8700000001,27.11,66.89520841449162,12.101069495930803,27.902428983120625,27.448803601337424,92.57672175001056,49.33,Average
79,Daniel Loke,1940839.0,971509.0,1072005.0,1284312.48,1885771.0,1183786.0,55951.0,969330.0,49.94,55.23,1736.3568122106844,212307.48,62.77,79.19750681729646,11.766585708807362,64.60477562783039,29.74179782373695,88.11767092272474,59.63,Average
80,Rachit Dass,2029307.0,1412293.0,271947.0,353666.91000000003,4507019.0,2855538.0,88624.0,617014.0,30.41,13.4,1593.5784888969129,81719.91000000003,63.36,63.98130112972342,2.854829775448464,65.21202140798682,17.232756882423452,89.09473912137213,52.35,Average
81,Omya Golla,3799330.0,1491270.0,705680.0,1015465.13,2018313.0,831011.0,99654.0,2308060.0,60.75,18.57,1496.447709073394,309785.1300000001,41.17,87.6197896377094,3.9562827559759683,42.37340469328942,39.07922492122432,89.75942962811538,57.41,Average
82,Yug Joshi,2103814.0,1321562.0,2225302.0,2708495.9,659836.0,513495.0,196878.0,782252.0,37.18,105.77,671.2593585875517,483193.8999999999,77.82,69.2559407869108,22.533980996207763,80.09468917249897,55.690127501866684,95.40640233686588,65.95,Good
83,Yashawini Natt,3010715.0,1384095.0,584238.0,746611.56,2841455.0,1234755.0,79673.0,1626620.0,54.03,19.41,1737.2196352591218,162373.56000000006,43.46,82.3841059602649,4.135242234436917,44.730341704405106,24.958605597706,88.11176640625388,54.61,Average
84,Chavvi Nazareth,1776769.0,1606373.0,534933.0,651166.9199999999,2372465.0,1284196.0,148503.0,170396.0,9.59,30.11,1081.7108071890805,116233.91999999993,54.13,47.7600311647838,6.414845114832332,55.712227254014,20.538869126788686,92.59757920314702,47.33,Average
85,Osha Dave,1522710.0,1071698.0,1237979.0,1333224.4400000002,1762438.0,536529.0,241289.0,451012.0,29.62,81.3,444.155348979854,95245.44000000018,30.44,63.36579664978574,17.3207209510418,31.329765335529025,18.52837336814997,96.9605325467112,49.98,Average
86,Abeer Sarma,1301472.0,391445.0,1249018.0,1573192.42,992625.0,524357.0,32301.0,910027.0,69.92,95.97,1211.8665056809386,324174.4199999999,52.83,94.76431632255552,20.446120414163367,54.3742280773981,40.4575813584138,91.70689082050184,65.78,Good
87,Qushi Mann,1040995.0,551521.0,1268592.0,1530067.47,1227055.0,884519.0,239842.0,489474.0,47.02,121.86,229.9518016027218,261475.47,72.08,76.92247760031165,25.961907196727594,74.18690819267188,34.45162127716435,98.42638162885595,66.24,Good
88,Henry Khare,2451075.0,997548.0,382780.0,446272.66,58226.0,29042.0,111925.0,1453527.0,59.3,15.62,891.2646861737771,63492.65999999997,49.88,86.49006622516556,3.32779411138097,51.3379991766159,15.486760563650098,93.9008502045222,57.21,Average
89,Lucky Gade,1989216.0,1033845.0,1243773.0,1283463.12,931813.0,166974.0,52159.0,955371.0,48.03,62.53,1982.1028010506336,39690.12000000011,17.92,77.70938839111805,13.321828795432273,18.443804034582133,13.20670475613909,86.4359689313587,48.27,Average
90,Gaurang Aggarwal,1042896.0,417622.0,1148879.0,1217321.44,1013267.0,499157.0,121671.0,625274.0,59.96,110.16,343.2387339629,68442.43999999994,49.26,87.00428515777172,23.469257318164384,50.6998764923837,15.960902173532986,97.65113048174591,62.06,Good
91,Tristan Kapadia,2236855.0,1092708.0,2393033.0,2560640.25,1443379.0,482531.0,94201.0,1144147.0,51.15,106.98,1159.9749471873972,167607.25,33.43,80.14024152707441,22.7917678639908,34.407163441745574,25.4599430717408,92.0619978872158,56.44,Average
92,Daniel Bala,2162426.0,1254819.0,447237.0,584042.89,953572.0,816690.0,118748.0,907607.0,41.97,20.68,1056.7074813891602,136805.89,85.65,72.98792364627971,4.405811922110018,88.15356113627007,22.50946720877669,92.76868328906512,61.21,Good
93,Ekanta Ganesan,952590.0,901999.0,1007619.0,1044199.21,1832879.0,319467.0,189806.0,50591.0,5.31,105.78,475.2215419955112,36580.20999999996,17.43,44.42539929879237,22.536111466189443,17.93948126801153,12.908805105247339,96.74793872613569,42.06,Average
94,Darika Vohra,1722911.0,978286.0,526002.0,610119.37,1038478.0,471995.0,62593.0,744625.0,43.22,30.53,1562.9319572476156,84117.37,45.45,73.96182313985197,6.504324854062807,46.77850967476328,17.46241063350528,89.304461093016,52.45,Average
95,Hema Bhagat,696764.0,615821.0,1542304.0,2051453.31,640606.0,298087.0,225854.0,80943.0,11.62,221.35,272.6633134679926,509149.31000000006,46.53,49.34164394234515,47.157953044441605,47.89007822149033,58.17640767645435,98.1340959443687,59.26,Average
96,Qabil Wason,3633052.0,1500349.0,1533585.0,1802155.71,0.0,0.0,142653.0,2132703.0,58.7,42.21,1051.7472468156996,268570.71,0.0,86.02259446825087,8.992713792662661,0.0,35.131277446954826,92.80262742951359,49.68,Average
97,Naveen Aurora,3167977.0,1399148.0,564625.0,529895.5700000001,2003455.0,1204213.0,197012.0,1768829.0,55.83,17.82,710.184151219215,-34729.429999999935,60.11,83.78652123100896,3.7964975073501215,61.8670234664471,6.078023230139884,95.14003013038071,57.9,Average
98,Devika Soman,3322530.0,1290802.0,661663.0,601443.85,336784.0,129819.0,164544.0,2031728.0,61.15,19.91,784.4722384286271,-60219.15000000002,38.55,87.93143747565252,4.241765733520815,39.67682173734047,3.636351706099589,94.63165794988417,54.45,Average
99,Zaid Kuruvilla,1504476.0,912290.0,1386857.0,1738354.09,3199772.0,1473830.0,44789.0,592186.0,39.36,92.18,2036.861729442497,351497.08999999985,46.06,70.95442150370081,19.63867229110742,47.40634005763689,43.07483197159235,86.06123972679926,56.22,Average
100,Christopher Ganguly,3071875.0,1261946.0,1030922.0,1019641.76,3197455.0,2218210.0,120427.0,1809929.0,58.92,33.56,1047.8929143796656,-11280.23999999999,69.37,86.19400077911959,7.149857258511227,71.39769452449568,8.324231485264308,92.82900360177041,60.97,Good
101,Atharv Gupta,2350428.0,1114002.0,569791.0,597083.65,843768.0,775161.0,100696.0,1236426.0,52.6,24.24,1106.302137125606,27292.650000000023,91.87,81.26996493961823,5.1642592355873695,94.5553725813092,12.019145635476173,92.4292945091839,64.01,Good
102,Tejas Desai,2036033.0,957663.0,286710.0,252332.23,821878.0,492196.0,293499.0,1078370.0,52.96,14.08,326.29174205022844,-34377.76999999999,59.89,81.55044799376705,2.9997017342025654,61.64059283655826,6.1117088966809,97.7671030360966,57.56,Average
103,Christopher Banerjee,1818294.0,951907.0,939731.0,1123315.57,3354557.0,2395713.0,163652.0,866387.0,47.65,51.68,581.6653630875271,183584.5700000001,71.42,77.41332294507207,11.010268865311689,73.50761630300535,26.990417603217782,96.01951672118635,62.03,Good
104,Wakeeta Saraf,2903074.0,1390390.0,947386.0,1109406.08,1475834.0,1059783.0,67536.0,1512684.0,52.11,32.63,2058.739042880834,162020.08000000007,71.81,80.8881963381379,6.951723550215178,73.90901605599012,24.924745592562054,85.91152773455612,60.11,Good
105,Sathvik Rama,1791125.0,902752.0,2391255.0,3337019.8200000003,81051.0,48447.0,176729.0,888373.0,49.6,133.51,510.81146840643015,945764.8200000004,59.77,78.93260615504481,28.443904725382417,61.517085220255254,100.0,96.50438785313733,70.97,Good
106,Vamakshi Nayak,1376143.0,452758.0,457818.0,373081.79,1297756.0,881468.0,181643.0,923385.0,67.1,33.27,249.2570591765166,-84736.21000000002,67.92,92.5671990650565,7.088073629042567,69.90531082750103,1.2878517125654447,98.29427086579145,62.96,Good
